seg_softmax,of_confidence,target
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_35.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_35.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_35.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_36.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_36.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_36.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_37.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_37.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_37.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_38.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_38.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_38.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_39.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_39.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_39.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_40.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_40.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_40.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_41.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_41.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_41.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_42.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_42.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_42.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_43.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_43.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_43.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_44.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_44.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_44.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_45.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_45.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_45.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_46.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_46.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_46.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_47.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_47.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_47.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_48.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_48.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_48.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_49.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_49.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_49.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_50.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_50.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_50.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_51.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_51.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_51.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_52.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_52.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_52.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_53.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_53.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_53.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_54.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_54.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_54.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_55.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_55.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_55.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_56.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_56.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_56.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_57.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_57.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_57.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_58.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_58.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_58.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_59.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_59.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_59.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_60.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_60.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_60.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_61.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_61.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_61.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_62.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_62.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_62.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_drift-turn_63.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_drift-turn_63.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_drift-turn_63.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_1.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_1.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_1.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_2.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_2.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_2.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_3.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_3.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_3.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_4.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_4.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_4.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_5.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_5.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_5.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_6.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_6.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_6.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_7.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_7.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_7.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_8.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_8.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_8.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_9.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_9.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_9.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_10.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_10.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_10.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_11.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_11.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_11.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_12.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_12.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_12.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_13.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_13.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_13.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_14.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_14.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_14.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_15.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_15.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_15.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_16.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_16.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_16.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_17.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_17.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_17.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_18.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_18.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_18.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_19.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_19.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_19.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_20.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_20.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_20.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_21.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_21.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_21.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_22.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_22.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_22.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_23.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_23.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_23.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_24.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_24.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_24.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_25.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_25.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_25.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_26.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_26.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_26.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_27.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_27.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_27.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_28.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_28.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_28.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_29.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_29.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_29.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_30.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_30.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_30.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_31.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_31.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_31.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_32.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_32.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_32.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_33.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_33.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_33.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_34.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_34.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_34.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_35.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_35.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_35.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_36.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_36.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_36.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_37.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_37.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_37.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_38.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_38.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_38.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_39.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_39.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_39.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_40.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_40.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_40.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_41.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_41.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_41.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_42.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_42.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_42.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_43.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_43.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_43.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_44.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_44.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_44.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_45.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_45.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_45.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_46.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_46.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_46.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_47.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_47.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_47.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_48.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_48.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_48.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_49.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_49.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_49.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_50.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_50.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_50.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_51.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_51.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_51.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_52.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_52.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_52.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_53.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_53.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_53.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_54.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_54.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_54.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_55.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_55.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_55.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_56.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_56.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_56.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_57.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_57.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_57.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_58.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_58.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_58.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_59.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_59.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_59.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_60.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_60.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_60.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_61.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_61.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_61.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_62.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_62.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_62.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_63.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_63.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_63.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_64.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_64.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_64.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_65.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_65.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_65.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_66.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_66.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_66.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_67.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_67.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_67.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_68.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_68.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_68.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_69.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_69.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_69.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_70.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_70.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_70.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_71.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_71.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_71.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_72.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_72.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_72.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_73.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_73.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_73.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_74.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_74.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_74.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_75.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_75.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_75.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_76.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_76.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_76.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_77.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_77.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_77.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_78.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_78.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_78.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_elephant_79.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_elephant_79.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_elephant_79.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_flamingo_1.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_flamingo_1.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_flamingo_1.npy
